"ID","gene","pathway"
"5574","GRMZM2G313750","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"5575","GRMZM2G313750","luteolin biosynthesis"
"5576","GRMZM2G313750","luteolin biosynthesis"
"5577","GRMZM2G313750","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"5578","GRMZM2G006672","leucine biosynthesis"
"5579","GRMZM2G006672","TCA cycle variation III (eukaryotic)"
"5580","GRMZM2G006672","glutamine biosynthesis III"
"5581","GRMZM2G390691","mevalonate pathway I"
"5582","GRMZM2G087323","23-dihydroxybenzoate biosynthesis"
"5583","GRMZM2G087323","valine degradation II"
"5584","GRMZM2G087323","leucine degradation III"
"5585","GRMZM2G087323","very long chain fatty acid biosynthesis"
"5586","GRMZM2G087323","phenylethanol biosynthesis"
"5587","GRMZM2G071630","glycolysis IV (plant cytosol)"
"5588","GRMZM2G071630","lysine biosynthesis VI"
"5589","GRMZM2G071630","glycolysis III"
"5590","GRMZM2G071630","gluconeogenesis I"
"5591","GRMZM2G071630","glycolysis I"
"5592","GRMZM2G071630","glycolysis IV (plant cytosol)"
"5593","GRMZM2G138624","pyridine nucleotide cycling (cytosolic)"
"5594","GRMZM2G374313","23-dihydroxybenzoate biosynthesis"
"5595","GRMZM2G374313","pyruvate fermentation to ethanol II"
"5596","GRMZM2G374313","acetaldehyde biosynthesis I"
"5597","GRMZM2G374313","ethanol degradation II (cytosol)"
"5598","GRMZM2G374313","valine degradation II"
"5599","GRMZM2G374313","leucine degradation III"
"5600","GRMZM2G374313","phenylethanol biosynthesis"
"5601","GRMZM2G407044","valine biosynthesis"
"5602","GRMZM2G407044","isoleucine biosynthesis I (from threonine)"
"5603","GRMZM2G067417","aerobic respiration -- electron donor II"
"5604","GRMZM2G366392","spermine biosynthesis"
"5605","GRMZM2G366392","spermidine biosynthesis I"
"5606","GRMZM2G034697","phosphatidylcholine biosynthesis III"
"5607","GRMZM2G034697","phosphatidylcholine biosynthesis III"
"5608","GRMZM2G034697","phosphatidylcholine biosynthesis IV"
"5609","GRMZM2G179810","adenine and adenosine salvage II"
"5610","GRMZM2G049424","leucopelargonidin and leucocyanidin biosynthesis"
"5611","GRMZM2G049424","flavonol biosynthesis"
"5612","GRMZM2G049424","leucodelphinidin biosynthesis"
"5613","GRMZM2G049424","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"5614","GRMZM2G049424","luteolin biosynthesis"
"5615","GRMZM2G049424","luteolin biosynthesis"
"5616","GRMZM2G049424","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"5617","GRMZM2G047208","citrulline biosynthesis"
"5618","GRMZM2G047208","proline biosynthesis I"
"5619","GRMZM2G135132","glycolysis III"
"5620","GRMZM2G135132","glycolysis I"
"5621","GRMZM2G135132","glycolysis IV (plant cytosol)"
"5622","GRMZM2G135132","adenine and adenosine salvage VI"
"5623","GRMZM2G160541","suberin biosynthesis"
"5624","GRMZM2G160541","phenylpropanoid biosynthesis initial reactions"
"5625","GRMZM2G160541","benzoate biosynthesis II (CoA-independent non-&beta;-oxidative)"
"5626","GRMZM2G160541","<i>trans<i>-cinnamoyl-CoA biosynthesis"
"5627","GRMZM2G081582","suberin biosynthesis"
"5628","GRMZM2G081582","phenylpropanoid biosynthesis initial reactions"
"5629","GRMZM2G081582","benzoate biosynthesis II (CoA-independent non-&beta;-oxidative)"
"5630","GRMZM2G081582","<i>trans<i>-cinnamoyl-CoA biosynthesis"
"5631","GRMZM2G063917","suberin biosynthesis"
"5632","GRMZM2G063917","phenylpropanoid biosynthesis initial reactions"
"5633","GRMZM2G063917","benzoate biosynthesis II (CoA-independent non-&beta;-oxidative)"
"5634","GRMZM2G063917","<i>trans<i>-cinnamoyl-CoA biosynthesis"
"5635","GRMZM2G374302","arginine degradation IV (arginine decarboxylaseagmatine deiminase pathway)"
"5636","GRMZM2G374302","arginine dependent acid resistance"
"5637","GRMZM2G374302","arginine degradation III (arginine decarboxylaseagmatinase pathway)"
"5638","GRMZM2G374302","putrescine biosynthesis II"
"5639","GRMZM2G374302","putrescine biosynthesis IV"
"5640","GRMZM2G461537","threonine biosynthesis from homoserine"
"5641","GRMZM2G461537","methionine biosynthesis II"
"5642","GRMZM2G111225","cyanide detoxification"
"5643","GRMZM2G111225","cyanide detoxification"
"5644","GRMZM2G111225","IAA biosynthesis I"
"5645","GRMZM2G111225","IAA biosynthesis I"
"5646","GRMZM2G149272","valine degradation II"
"5647","GRMZM2G149272","leucine degradation III"
"5648","GRMZM2G149272","phenylethanol biosynthesis"
"5649","GRMZM2G149272","colanic acid building blocks biosynthesis"
"5650","GRMZM2G149272","galactose degradation III"
"5651","GRMZM2G149272","UDP-D-xylose and UDP-D-glucuronate biosynthesis"
"5652","GRMZM2G458659","23-dihydroxybenzoate biosynthesis"
"5653","GRMZM2G143669","23-dihydroxybenzoate biosynthesis"
"5654","GRMZM2G148355","23-dihydroxybenzoate biosynthesis"
"5655","GRMZM2G060357","Fe(III)-reduction and Fe(II) transport"
"5656","GRMZM2G100716","methyl indole-3-acetate interconversion"
"5657","GRMZM2G100716","serine racemization"
"5658","GRMZM2G043414","sphingolipid biosynthesis (plants)"
"5659","GRMZM2G043414","sphingolipid biosynthesis (plants)"
"5660","GRMZM2G026922","glycolysis III"
"5661","GRMZM2G026922","gluconeogenesis I"
"5662","GRMZM2G026922","glycolysis I"
"5663","GRMZM2G026922","glycolysis IV (plant cytosol)"
"5664","GRMZM2G323719","arginine biosynthesis II (acetyl cycle)"
"5665","GRMZM2G323719","ornithine biosynthesis"
"5666","GRMZM2G323719","citrulline degradation"
"5667","GRMZM2G323719","allantoin degradation IV (anaerobic)"
"5668","GRMZM2G323719","citrulline biosynthesis"
"5669","GRMZM2G323719","proline biosynthesis I"
"5670","GRMZM2G163925","tryptophan biosynthesis"
"5671","GRMZM2G135893","glutathione redox reactions I"
"5672","GRMZM2G135893","glutathione redox reactions I"
"5673","GRMZM2G004131","geranylgeranyldiphosphate biosynthesis"
"5674","GRMZM2G004131","nonaprenyl diphosphate biosynthesis III"
"5675","GRMZM5G835542","methylerythritol phosphate pathway"
"5676","GRMZM2G057262","chorismate biosynthesis I"
"5677","GRMZM2G057171","Calvin-Benson-Bassham cycle"
"5678","GRMZM2G057171","Rubisco shunt"
"5679","GRMZM2G112956","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"5680","GRMZM2G112956","aerobic respiration -- electron donor II"
"5681","GRMZM2G112956","NADNADH phosphorylation and dephosphorylation"
"5682","GRMZM2G112030","aerobic respiration -- electron donor II"
"5683","GRMZM2G133146","homogalacturonan degradation"
"5684","GRMZM2G054013","flavonoid biosynthesis"
"5685","GRMZM2G054013","phenylpropanoid biosynthesis"
"5686","GRMZM2G054013","simplecoumarins biosynthesis"
"5687","GRMZM2G054013","4-hydroxybenzoate biosynthesis V"
"5688","GRMZM2G054013","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"5689","GRMZM2G054013","suberin biosynthesis"
"5690","GRMZM2G054013","suberin biosynthesis"
"5691","GRMZM2G066615","chlorophyllide <i>a<i> biosynthesis I"
"5692","GRMZM2G348602","homogalacturonan degradation"
"5693","GRMZM2G026024","glycolysis III"
"5694","GRMZM2G026024","gluconeogenesis I"
"5695","GRMZM2G026024","glycolysis I"
"5696","GRMZM2G026024","glycolysis IV (plant cytosol)"
"5697","GRMZM2G026024","Calvin-Benson-Bassham cycle"
"5698","GRMZM2G026024","Rubisco shunt"
"5699","GRMZM2G026024","salvage pathways of pyrimidine ribonucleotides"
"5700","GRMZM2G147701","23-dihydroxybenzoate biosynthesis"
"5701","GRMZM2G126505","phaseic acid biosynthesis"
"5702","GRMZM2G410150","brassinosteroid biosynthesis II"
"5703","GRMZM2G050371","uridine-5-phosphate biosynthesis"
"5704","GRMZM2G050371","arginine biosynthesis II (acetyl cycle)"
"5705","GRMZM2G050371","arginine biosynthesis I"
"5706","GRMZM2G050371","citrulline biosynthesis"
"5707","GRMZM2G050371","citrulline degradation"
"5708","GRMZM2G050371","proline biosynthesis II (from arginine)"
"5709","GRMZM2G050371","urea cycle"
"5710","GRMZM2G076631","triacylglycerol degradation"
"5711","GRMZM2G110483","&beta;-alanine biosynthesis II"
"5712","GRMZM2G029573","urea cycle"
"5713","GRMZM2G029573","tryptophan biosynthesis"
"5714","GRMZM2G029573","arginine biosynthesis II (acetyl cycle)"
"5715","GRMZM2G029573","arginine biosynthesis I"
"5716","GRMZM2G029573","uridine-5-phosphate biosynthesis"
"5717","GRMZM2G029573","purine nucleotides <i>de novo<i> biosynthesis II"
"5718","GRMZM2G143804","salvage pathways of pyrimidine ribonucleotides"
"5719","GRMZM2G143804","salvage pathways of pyrimidine ribonucleotides"
"5720","GRMZM2G172427","aerobic respiration -- electron donor II"
"5721","GRMZM2G156068","adenosine nucleotides <i>de novo<i> biosynthesis"
"5722","GRMZM2G135085","mevalonate pathway I"
"5723","GRMZM2G042356","wax esters biosynthesis II"
"5724","GRMZM2G042356","triacylglycerol biosynthesis"
"5725","GRMZM2G042502","glycolysis III"
"5726","GRMZM2G042502","glycolysis I"
"5727","GRMZM2G042502","glycolysis IV (plant cytosol)"
"5728","GRMZM2G042502","glycolysis IV (plant cytosol)"
"5729","GRMZM2G064701","linoleate biosynthesis I (plants)"
"5730","GRMZM2G065030","PRPP biosynthesis I"
"5731","GRMZM2G136139","sucrose degradation I"
"5732","GRMZM2G136139","glycogen degradation II"
"5733","GRMZM2G136139","glycogen degradation I"
"5734","GRMZM2G136139","sucrose degradation III"
"5735","GRMZM2G011624","UDP-<i>N<i>-acetyl-D-glucosamine biosynthesis II"
"5736","GRMZM2G011085","tetrapyrrole biosynthesis I"
"5737","GRMZM2G418119","acyl carrier protein metabolism"
"5738","GRMZM2G141036","glycolysis III"
"5739","GRMZM2G141036","glycolysis I"
"5740","GRMZM2G141036","glycolysis IV (plant cytosol)"
"5741","GRMZM2G166713","tRNA charging pathway"
"5742","GRMZM2G166713","tRNA charging pathway"
"5743","GRMZM2G166713","tRNA charging pathway"
"5744","GRMZM2G125268","arginine degradation I (arginase pathway)"
"5745","GRMZM2G125268","proline degradation"
"5746","GRMZM2G125268","valine degradation I"
"5747","GRMZM2G125268","ferulate and sinapate biosynthesis"
"5748","GRMZM2G125268","&beta;-alanine biosynthesis I"
"5749","GRMZM2G125268","ethanol degradation IV (peroxisomal)"
"5750","GRMZM2G125268","ethanol degradation II (cytosol)"
"5751","GRMZM2G125268","ferulate and sinapate biosynthesis"
"5752","GRMZM2G125268","dimethylsulfoniopropionate biosynthesis I (Wollastonia)"
"5753","GRMZM2G125268","dimethylsulfoniopropionate biosynthesis II (Spartina)"
"5754","GRMZM2G003501","fatty acid elongation -- saturated"
"5755","GRMZM2G003501","palmitate biosynthesis II (bacteria and plants)"
"5756","GRMZM2G003501","stearate biosynthesis II (plants)"
"5757","GRMZM2G063220","triacylglycerol degradation"
"5758","GRMZM2G036464","ammonia assimilation cycle II"
"5759","GRMZM2G036464","nitrate reduction II (assimilatory)"
"5760","GRMZM2G036464","glutamine biosynthesis III"
"5761","GRMZM2G045294","phospholipases"
"5762","GRMZM2G080497","ubiquinol-9 biosynthesis (eukaryotic)"
"5763","GRMZM2G080497","linalool biosynthesis"
"5764","GRMZM2G080497","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"5765","GRMZM2G080497","geranyl diphosphate biosynthesis"
"5766","GRMZM2G080497","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"5767","GRMZM2G080497","ubiquinol-10 biosynthesis (eukaryotic)"
"5768","GRMZM2G085547","glycolysis III"
"5769","GRMZM2G085547","Calvin-Benson-Bassham cycle"
"5770","GRMZM2G085547","gluconeogenesis I"
"5771","GRMZM2G085547","glycolysis I"
"5772","GRMZM2G085547","glycolysis IV (plant cytosol)"
"5773","GRMZM2G042380","adenosine nucleotides <i>de novo<i> biosynthesis"
"5774","GRMZM2G084984","photorespiration"
"5775","GRMZM2G402319","pyridine nucleotide cycling (cytosolic)"
"5776","GRMZM2G099420","phenylpropanoid biosynthesis"
"5777","GRMZM2G099420","phenylpropanoid biosynthesis"
"5778","GRMZM2G099420","brassinosteroid biosynthesis II"
"5779","GRMZM2G130043","glycogen biosynthesis I (from ADP-D-Glucose)"
"5780","GRMZM2G130043","starch biosynthesis"
"5781","GRMZM2G316679","tRNA charging pathway"
"5782","GRMZM2G316679","tRNA charging pathway"
"5783","GRMZM2G316789","23-dihydroxybenzoate biosynthesis"
"5784","GRMZM2G316789","pyruvate fermentation to ethanol II"
"5785","GRMZM2G316789","acetaldehyde biosynthesis I"
"5786","GRMZM2G316789","ethanol degradation II (cytosol)"
"5787","GRMZM2G316789","valine degradation II"
"5788","GRMZM2G316789","leucine degradation III"
"5789","GRMZM2G316789","phenylethanol biosynthesis"
"5790","GRMZM2G032163","methylerythritol phosphate pathway"
"5791","GRMZM2G032163","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"5792","GRMZM2G032163","mevalonate pathway I"
"5793","GRMZM2G042179","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"5794","GRMZM2G042179","brassinosteroid biosynthesis II"
"5795","GRMZM2G042179","colanic acid building blocks biosynthesis"
"5796","GRMZM2G042179","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"5797","GRMZM2G042179","galactose degradation III"
"5798","GRMZM2G042179","galactose degradation I (Leloir pathway)"
"5799","GRMZM2G042179","stachyose degradation"
"5800","GRMZM2G042179","UDP-galactose biosynthesis"
"5801","GRMZM2G042179","UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)"
"5802","GRMZM2G312521","trehalose biosynthesis I"
"5803","GRMZM2G312521","trehalose biosynthesis I"
"5804","GRMZM2G181362","lysine degradation II"
"5805","GRMZM2G181362","lysine degradation II"
"5806","GRMZM2G472023","selenocysteine biosynthesis II (archaea and eukaryotes)"
"5807","GRMZM2G472023","tRNA charging pathway"
"5808","GRMZM2G047414","homogalacturonan degradation"
"5809","GRMZM2G149281","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"5810","GRMZM2G149281","pyrimidine ribonucleotides interconversion"
"5811","GRMZM2G149281","salvage pathways of pyrimidine ribonucleotides"
"5812","GRMZM2G126732","ethylene biosynthesis from methionine"
"5813","GRMZM2G428027","nitrate reduction II (assimilatory)"
"5814","GRMZM2G079381","nitrate reduction II (assimilatory)"
"5815","GRMZM2G084570","sucrose degradation III"
"5816","GRMZM2G084570","starch degradation"
"5817","GRMZM2G041699","cytokinins-<i>O<i>-glucoside biosynthesis"
"5818","GRMZM2G041699","cytokinins-<i>O<i>-glucoside biosynthesis"
"5819","GRMZM2G169628","cytokinins-<i>O<i>-glucoside biosynthesis"
"5820","GRMZM2G169628","cytokinins-<i>O<i>-glucoside biosynthesis"
"5821","GRMZM2G470524","cytokinins-<i>O<i>-glucoside biosynthesis"
"5822","GRMZM2G470524","cytokinins-<i>O<i>-glucoside biosynthesis"
"5823","GRMZM2G383920","cytokinins-<i>O<i>-glucoside biosynthesis"
"5824","GRMZM2G383920","cytokinins-<i>O<i>-glucoside biosynthesis"
"5825","GRMZM2G042582","sulfite oxidation III"
"5826","GRMZM2G042582","sulfite oxidation II"
"5827","GRMZM2G021605","glycolysis III"
"5828","GRMZM2G021605","gluconeogenesis I"
"5829","GRMZM2G021605","glycolysis I"
"5830","GRMZM2G021605","glycolysis IV (plant cytosol)"
"5831","GRMZM2G021605","Rubisco shunt"
"5832","GRMZM2G025171","adenosine nucleotides <i>de novo<i> biosynthesis"
"5833","GRMZM2G161566","chorismate biosynthesis I"
"5834","GRMZM2G439422","betanidin degradation"
"5835","GRMZM2G361693","acetyl-CoA biosynthesis (from pyruvate)"
"5836","GRMZM2G111632","CDP-diacylglycerol biosynthesis II"
"5837","GRMZM2G111632","CDP-diacylglycerol biosynthesis I"
"5838","AC197758.3_FG004","betanidin degradation"
"5839","GRMZM2G114052","adenosine nucleotides <i>de novo<i> biosynthesis"
"5840","GRMZM2G032619","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"5841","GRMZM2G060760","methyl indole-3-acetate interconversion"
"5842","GRMZM2G060732","methyl indole-3-acetate interconversion"
"5843","GRMZM2G060470","alanine biosynthesis III"
"5844","GRMZM2G103281","phosphatidylethanolamine biosynthesis II"
"5845","GRMZM2G179733","linalool biosynthesis"
"5846","GRMZM2G179733","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"5847","GRMZM2G179733","geranyl diphosphate biosynthesis"
"5848","GRMZM2G179733","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"5849","GRMZM2G339336","fatty acid &beta;-oxidation II (core pathway)"
"5850","GRMZM2G339336","fatty acid activation"
"5851","GRMZM2G339336","linoleate biosynthesis I (plants)"
"5852","GRMZM5G840955","fatty acid &beta;-oxidation II (core pathway)"
"5853","GRMZM5G840955","fatty acid activation"
"5854","GRMZM5G840955","linoleate biosynthesis I (plants)"
"5855","GRMZM2G035042","adenosine nucleotides degradation I"
"5856","GRMZM2G035042","purine nucleotides <i>de novo<i> biosynthesis II"
"5857","AC213432.2_FG004","homogalacturonan degradation"
"5858","GRMZM2G171476","aerobic respiration -- electron donor II"
"5859","GRMZM2G171605","acyl carrier protein metabolism"
"5860","GRMZM2G095141","leucine degradation I"
"5861","GRMZM2G055467","camptothecin biosynthesis"
"5862","GRMZM2G055507","leucine biosynthesis"
"5863","GRMZM5G832805","cytokinins-<i>O<i>-glucoside biosynthesis"
"5864","GRMZM5G832805","cytokinins-<i>O<i>-glucoside biosynthesis"
"5865","GRMZM5G896260","cytokinins-<i>O<i>-glucoside biosynthesis"
"5866","GRMZM5G896260","cytokinins-<i>O<i>-glucoside biosynthesis"
"5867","GRMZM5G832114","phospholipases"
"5868","GRMZM5G832114","triacylglycerol degradation"
"5869","GRMZM5G891282","Calvin-Benson-Bassham cycle"
"5870","GRMZM5G891282","pentose phosphate pathway (non-oxidative branch)"
"5871","GRMZM5G891282","Rubisco shunt"
"5872","GRMZM2G059381","fatty acid &beta;-oxidation II (core pathway)"
"5873","GRMZM2G059381","fatty acid activation"
"5874","GRMZM2G059381","linoleate biosynthesis I (plants)"
"5875","GRMZM2G015709","flavonol glucosylation I"
"5876","GRMZM2G015709","flavonol glucosylation I"
"5877","GRMZM2G015709","flavonol glucosylation I"
"5878","GRMZM2G119175","glycolysis III"
"5879","GRMZM2G119175","glycolysis I"
